Call ID;Customer_ID;Calling Date;Call Duration;Source City;Destination City
334016953;93440427;2017-10-05 00:00:00;101;Jaipur;Orissa
780294463;167350042;2018-09-19 00:00:00;122;Noida;Dehradun
840899429;720887026;2018-10-17 00:00:00;148;Delhi;Chandigarh
857526578;713022779;2017-11-22 00:00:00;34;Orissa;Mumbai
238489897;656839576;2018-09-19 00:00:00;147;Orissa;Jaipur
926431125;212297671;2018-07-12 00:00:00;27;Mumbai;Chandigarh
8723429;177702557;2017-09-13 00:00:00;124;Delhi;Dehradun
309763303;809054628;2018-09-26 00:00:00;23;Noida;Mumbai
786274473;928265360;2017-05-18 00:00:00;85;Jaipur;Orissa
956644742;161918474;2018-01-06 00:00:00;123;Mumbai;Chennai
426772604;935495876;2018-12-11 00:00:00;84;Chennai;Chennai
459091165;79246375;2017-12-25 00:00:00;57;Hyderabad;Chennai
402387712;249972084;2018-08-05 00:00:00;121;Noida;Gurugram
345553458;573600030;2018-03-02 00:00:00;70;Jaipur;Dehradun
863151003;508042233;2018-04-26 00:00:00;140;Orissa;Jaipur
448099994;239064770;2018-12-28 00:00:00;47;Bangalore;Noida
285811844;881130711;2017-05-26 00:00:00;125;Chennai;Noida
320042867;801303419;2018-12-10 00:00:00;124;Chandigarh;Orissa
133484017;516710928;2018-05-17 00:00:00;146;Mangalore;Noida
298278530;174857441;2017-07-18 00:00:00;84;Dehradun;Chennai
274514246;48669171;2018-01-26 00:00:00;16;Mangalore;Chennai
610369468;849135394;2017-10-22 00:00:00;26;Kanpur;Chandigarh
869354431;523046579;2018-12-04 00:00:00;20;Dehradun;Dehradun
426529617;357097159;2017-04-05 00:00:00;35;Chennai;Chennai
554161587;853591683;2018-11-25 00:00:00;75;Delhi;Chandigarh
128002361;574449281;2017-06-22 00:00:00;15;Delhi;Jaipur
998952141;155673614;2017-08-18 00:00:00;134;Gurugram;Kanpur
139533388;717135200;2017-02-07 00:00:00;35;Hyderabad;Kanpur
603915678;329337068;2017-01-03 00:00:00;138;Gurugram;Jaipur
138396816;809767023;2018-08-26 00:00:00;15;Chandigarh;Shimla
201696334;785784342;2018-12-19 00:00:00;123;Hyderabad;Delhi
717794072;30224633;2017-04-26 00:00:00;89;Mumbai;Mumbai
464295607;755497494;2017-11-15 00:00:00;59;Hyderabad;Chandigarh
634787897;608045585;2017-01-13 00:00:00;69;Hyderabad;Mangalore
787218489;99507813;2017-09-18 00:00:00;77;Delhi;Chennai
521403376;869010596;2017-06-15 00:00:00;127;Dehradun;Chennai
950195347;131817130;2018-01-22 00:00:00;42;Noida;Chennai
969652420;637875422;2018-01-20 00:00:00;69;Mangalore;Orissa
892856071;840514570;2018-07-22 00:00:00;148;Mumbai;Jaipur
890603054;516710928;2017-02-10 00:00:00;8;Jaipur;Bangalore
399529757;137093961;2018-06-28 00:00:00;73;Chandigarh;Kanpur
431335072;580291269;2017-11-16 00:00:00;66;Shimla;Orissa
198542269;385719608;2018-10-18 00:00:00;131;Orissa;Dehradun
432541659;686786949;2017-01-06 00:00:00;28;Noida;Chennai
876982015;170466569;2018-08-11 00:00:00;30;Mangalore;Chandigarh
877564674;173348624;2018-01-09 00:00:00;84;Hyderabad;Bangalore
619851351;679898411;2018-03-11 00:00:00;105;Orissa;Shimla
588188143;575241238;2018-01-02 00:00:00;136;Noida;Mangalore
853015756;176100579;2017-07-22 00:00:00;23;Chennai;Orissa
549992086;779082342;2017-01-12 00:00:00;20;Orissa;Dehradun
449294721;160825897;2018-08-07 00:00:00;9;Hyderabad;Kanpur
336878821;154065647;2018-12-06 00:00:00;44;Shimla;Dehradun
690657614;677580697;2017-02-04 00:00:00;93;Chandigarh;Hyderabad
240762857;367436570;2018-03-24 00:00:00;141;Delhi;Chandigarh
866057346;630326076;2017-09-04 00:00:00;120;Jaipur;Delhi
673742427;570761481;2018-03-11 00:00:00;133;Shimla;Noida
420092894;338403726;2017-06-19 00:00:00;68;Mumbai;Mumbai
755603592;574514473;2017-05-24 00:00:00;37;Jaipur;Chandigarh
72532638;689267560;2018-10-27 00:00:00;84;Noida;Bangalore
977763268;598772277;2017-09-13 00:00:00;11;Chennai;Mangalore
982027770;460037469;2018-11-13 00:00:00;49;Chandigarh;Delhi
204116740;611337579;2017-04-17 00:00:00;67;Chandigarh;Mangalore
790296773;990156572;2017-03-09 00:00:00;136;Dehradun;Mumbai
246503950;882072355;2017-10-02 00:00:00;63;Kanpur;Mangalore
555089199;543312025;2018-11-07 00:00:00;146;Chandigarh;Delhi
474513852;844274571;2018-06-20 00:00:00;13;Chandigarh;Gurugram
10413681;783915377;2017-04-07 00:00:00;20;Shimla;Delhi
447434558;807457754;2017-12-11 00:00:00;2;Chennai;Noida
716508852;938816086;2017-11-05 00:00:00;98;Orissa;Dehradun
200045027;558589506;2017-10-03 00:00:00;91;Mumbai;Mangalore
436906125;823146677;2017-08-13 00:00:00;4;Jaipur;Mumbai
339180839;414129614;2018-06-06 00:00:00;71;Shimla;Kanpur
743977921;904340506;2018-01-11 00:00:00;8;Gurugram;Delhi
743581846;751425969;2018-10-12 00:00:00;25;Noida;Dehradun
532420456;225715555;2017-11-10 00:00:00;31;Delhi;Gurugram
243246726;472554397;2018-11-06 00:00:00;57;Chennai;Delhi
629695358;300106018;2017-02-23 00:00:00;3;Chennai;Chennai
707438571;152840306;2018-02-11 00:00:00;32;Delhi;Mangalore
171553191;781363120;2017-11-04 00:00:00;8;Orissa;Orissa
671614831;171404692;2017-06-06 00:00:00;33;Shimla;Noida
399837213;483799026;2018-02-03 00:00:00;122;Chandigarh;Mangalore
361528377;597811222;2018-09-21 00:00:00;102;Shimla;Gurugram
480822701;740398234;2017-04-13 00:00:00;139;Bangalore;Mangalore
292326227;905821265;2018-07-17 00:00:00;43;Hyderabad;Chandigarh
6352994;661817842;2018-04-25 00:00:00;88;Bangalore;Hyderabad
174578138;230003162;2017-10-02 00:00:00;133;Hyderabad;Noida
831531680;313027879;2017-06-02 00:00:00;111;Orissa;Hyderabad
587674825;367171629;2018-08-09 00:00:00;116;Gurugram;Orissa
285195335;637274008;2018-08-22 00:00:00;32;Mangalore;Noida
409444162;285856243;2017-06-06 00:00:00;133;Gurugram;Delhi
499370325;329821038;2018-11-19 00:00:00;82;Chennai;Shimla
896970208;870571166;2018-12-12 00:00:00;128;Shimla;Bangalore
61496512;170466569;2018-04-21 00:00:00;102;Bangalore;Bangalore
536557453;379971977;2018-09-16 00:00:00;54;Gurugram;Hyderabad
115681512;616544186;2018-06-01 00:00:00;109;Jaipur;Hyderabad
532953966;230537110;2018-03-24 00:00:00;129;Bangalore;Chennai
911501348;56112398;2017-11-22 00:00:00;37;Delhi;Bangalore
411081495;454061014;2018-01-03 00:00:00;119;Mangalore;Noida
916140195;933623357;2018-03-16 00:00:00;132;Dehradun;Chennai
995709601;786330095;2018-02-02 00:00:00;82;Bangalore;Chennai
835719045;108155476;2018-04-26 00:00:00;70;Noida;Hyderabad
94902078;151542888;2017-07-14 00:00:00;6;Chennai;Dehradun
396259845;306236793;2018-08-07 00:00:00;78;Jaipur;Orissa
871830620;602225031;2018-09-13 00:00:00;86;Dehradun;Mumbai
784483583;190819699;2017-06-05 00:00:00;95;Bangalore;Hyderabad
148838438;532104490;2018-11-06 00:00:00;60;Bangalore;Delhi
957678118;65409515;2018-06-06 00:00:00;53;Kanpur;Gurugram
489222149;931921546;2017-08-09 00:00:00;6;Mumbai;Shimla
394549190;677791008;2017-11-21 00:00:00;67;Dehradun;Mangalore
760365197;158500489;2018-06-25 00:00:00;53;Bangalore;Mangalore
412601854;506107164;2017-03-25 00:00:00;96;Hyderabad;Mumbai
847878168;80883963;2017-09-15 00:00:00;82;Orissa;Chennai
237622427;511111024;2017-12-21 00:00:00;65;Jaipur;Kanpur
215605170;149529433;2018-09-27 00:00:00;8;Shimla;Chennai
529774027;215594077;2018-10-21 00:00:00;106;Jaipur;Orissa
559145385;480373577;2018-06-16 00:00:00;146;Hyderabad;Noida
113360728;929472573;2017-03-07 00:00:00;16;Mumbai;Delhi
212444131;153794692;2018-11-20 00:00:00;53;Delhi;Jaipur
607967344;588328614;2018-05-09 00:00:00;97;Bangalore;Chennai
634663519;66620232;2017-07-27 00:00:00;88;Mangalore;Kanpur
214481638;850166509;2017-12-17 00:00:00;142;Bangalore;Kanpur
455112574;215594077;2017-09-07 00:00:00;85;Dehradun;Noida
67036086;961851774;2018-10-09 00:00:00;110;Chandigarh;Kanpur
982658038;469270318;2017-03-05 00:00:00;20;Shimla;Orissa
549940407;693747865;2017-09-06 00:00:00;129;Chandigarh;Noida
4259515;292248830;2017-01-04 00:00:00;101;Chennai;Mangalore
607213215;535080152;2017-04-14 00:00:00;107;Jaipur;Noida
846761832;328434309;2017-08-18 00:00:00;58;Hyderabad;Mangalore
779717607;76845052;2017-08-28 00:00:00;57;Gurugram;Mangalore
872066960;569382977;2017-01-24 00:00:00;147;Mumbai;Jaipur
381191762;466462187;2017-01-24 00:00:00;51;Orissa;Kanpur
626298213;339882142;2018-12-17 00:00:00;104;Delhi;Mangalore
239469281;201189513;2017-01-26 00:00:00;103;Noida;Mumbai
705930279;386806357;2017-09-16 00:00:00;24;Dehradun;Jaipur
219587703;195860577;2017-05-16 00:00:00;57;Orissa;Gurugram
173817673;110360977;2018-03-10 00:00:00;99;Hyderabad;Mangalore
903746071;886029283;2017-12-14 00:00:00;74;Orissa;Delhi
439409093;997837484;2017-09-08 00:00:00;19;Chennai;Mumbai
264145952;589248426;2017-12-02 00:00:00;80;Shimla;Orissa
74578160;939942531;2017-10-03 00:00:00;70;Dehradun;Gurugram
877530241;768253174;2017-12-06 00:00:00;96;Shimla;Mangalore
188069401;517630143;2017-04-20 00:00:00;50;Chandigarh;Bangalore
295412884;406505214;2017-07-20 00:00:00;67;Shimla;Gurugram
972527249;106656455;2017-09-13 00:00:00;83;Chennai;Mangalore
476273220;62924042;2017-04-27 00:00:00;18;Bangalore;Noida
712840836;472740101;2018-06-15 00:00:00;106;Shimla;Hyderabad
680692064;281681259;2017-01-17 00:00:00;91;Kanpur;Hyderabad
660550551;236940536;2018-03-23 00:00:00;118;Chandigarh;Bangalore
32009331;257235268;2017-09-02 00:00:00;22;Chandigarh;Delhi
117001285;155847003;2017-06-16 00:00:00;26;Mumbai;Jaipur
972928859;273545362;2018-09-23 00:00:00;44;Orissa;Kanpur
479523877;859967379;2017-07-16 00:00:00;132;Chandigarh;Delhi
371188757;419530238;2017-08-06 00:00:00;96;Orissa;Gurugram
380665986;886885034;2017-08-27 00:00:00;31;Orissa;Bangalore
472725335;365246452;2017-03-27 00:00:00;46;Mumbai;Bangalore
794735484;442498101;2018-04-12 00:00:00;17;Hyderabad;Dehradun
749773702;193464922;2017-07-03 00:00:00;26;Chandigarh;Gurugram
495314314;223078364;2017-08-13 00:00:00;69;Delhi;Orissa
588685910;931921546;2017-02-06 00:00:00;86;Chennai;Mangalore
937789903;263002492;2018-09-11 00:00:00;117;Kanpur;Chennai
710023351;327479319;2018-02-20 00:00:00;34;Orissa;Delhi
372844775;85965287;2018-12-17 00:00:00;121;Noida;Noida
532015024;981153276;2018-08-05 00:00:00;65;Kanpur;Chennai
433970607;529586537;2017-09-19 00:00:00;29;Chennai;Noida
115049033;290530121;2017-12-09 00:00:00;73;Mangalore;Jaipur
998378362;912150023;2018-09-03 00:00:00;122;Noida;Gurugram
489584020;954717867;2017-09-15 00:00:00;47;Kanpur;Chennai
778338366;963215162;2018-02-06 00:00:00;15;Chennai;Chennai
140682268;954163176;2018-07-12 00:00:00;98;Hyderabad;Shimla
734361931;100282542;2018-05-13 00:00:00;56;Hyderabad;Gurugram
492260120;881130711;2018-09-07 00:00:00;80;Noida;Kanpur
431474377;997506749;2017-09-02 00:00:00;112;Gurugram;Noida
359065180;479884800;2017-07-03 00:00:00;125;Jaipur;Jaipur
468246089;994358587;2017-01-02 00:00:00;21;Hyderabad;Kanpur
415376220;529819791;2017-11-23 00:00:00;128;Dehradun;Delhi
101156990;141013794;2018-08-16 00:00:00;145;Noida;Chandigarh
344641243;25310659;2017-01-26 00:00:00;4;Chandigarh;Chennai
344268706;605673707;2017-05-20 00:00:00;8;Chandigarh;Bangalore
302857401;55624362;2018-02-26 00:00:00;18;Orissa;Mangalore
386270667;897092314;2017-08-06 00:00:00;27;Dehradun;Gurugram
93934565;396591252;2018-04-05 00:00:00;139;Bangalore;Delhi
951432364;828180929;2017-10-14 00:00:00;29;Jaipur;Shimla
814036691;125461488;2017-11-01 00:00:00;70;Gurugram;Mumbai
558717780;391894541;2017-07-05 00:00:00;117;Dehradun;Orissa
833060052;555251621;2018-11-18 00:00:00;142;Kanpur;Gurugram
313921800;5755169;2017-09-14 00:00:00;78;Shimla;Mangalore
926541106;352845412;2017-12-23 00:00:00;64;Chandigarh;Dehradun
269515719;982165202;2017-05-21 00:00:00;87;Shimla;Jaipur
404445048;886210501;2018-06-18 00:00:00;85;Chandigarh;Gurugram
660079479;781363120;2018-11-11 00:00:00;7;Orissa;Chandigarh
670036543;701293434;2018-01-27 00:00:00;136;Hyderabad;Dehradun
821994639;597961710;2018-09-24 00:00:00;87;Noida;Orissa
630360569;672731388;2018-09-26 00:00:00;143;Shimla;Hyderabad
489035502;574030642;2018-04-15 00:00:00;26;Orissa;Bangalore
495185188;517352189;2017-10-08 00:00:00;66;Bangalore;Mumbai
68890408;750787187;2017-06-16 00:00:00;22;Dehradun;Orissa
447830834;511111024;2018-01-25 00:00:00;25;Gurugram;Dehradun
684872310;513554677;2017-12-14 00:00:00;93;Mangalore;Noida
11059421;975341504;2017-03-14 00:00:00;64;Mumbai;Jaipur
361519715;247379884;2018-09-03 00:00:00;43;Noida;Noida
658403165;861831422;2017-02-04 00:00:00;66;Chandigarh;Kanpur
535897152;127169379;2017-09-09 00:00:00;75;Bangalore;Mangalore
332930063;154525001;2017-09-01 00:00:00;103;Kanpur;Hyderabad
530856944;489771646;2018-01-28 00:00:00;104;Noida;Mumbai
408304946;607870837;2017-01-18 00:00:00;70;Noida;Gurugram
147324143;841600073;2017-06-07 00:00:00;99;Jaipur;Noida
402565610;914136287;2017-04-20 00:00:00;100;Chennai;Jaipur
952889830;374207479;2018-10-14 00:00:00;82;Orissa;Orissa
831503001;884511029;2018-05-17 00:00:00;147;Dehradun;Chandigarh
193718206;525389840;2018-03-08 00:00:00;146;Delhi;Orissa
282422335;446251443;2018-01-01 00:00:00;105;Gurugram;Orissa
109040576;987794351;2018-12-09 00:00:00;132;Orissa;Delhi
573243321;122103641;2017-05-13 00:00:00;19;Chandigarh;Chennai
321567434;303350695;2018-12-16 00:00:00;114;Hyderabad;Chennai
110995640;162016607;2017-08-08 00:00:00;10;Jaipur;Kanpur
390016610;681605004;2017-03-11 00:00:00;126;Mumbai;Chennai
378623522;331765198;2018-01-07 00:00:00;73;Jaipur;Jaipur
476507285;272813383;2017-12-19 00:00:00;15;Hyderabad;Dehradun
548978828;941214314;2017-02-22 00:00:00;84;Mumbai;Kanpur
143987663;156001;2018-01-03 00:00:00;135;Mangalore;Bangalore
759003779;14537224;2017-11-12 00:00:00;80;Hyderabad;Orissa
802529194;490987459;2018-02-05 00:00:00;24;Mangalore;Dehradun
396784678;587372745;2017-01-17 00:00:00;97;Kanpur;Kanpur
404588819;752865159;2018-06-14 00:00:00;105;Noida;Mangalore
614974917;278561474;2018-03-09 00:00:00;96;Mumbai;Shimla
637566700;56802906;2017-01-08 00:00:00;3;Delhi;Mumbai
38233973;861763589;2018-01-05 00:00:00;99;Gurugram;Mumbai
618271183;299653898;2017-06-12 00:00:00;47;Dehradun;Jaipur
115090402;256733030;2017-01-07 00:00:00;98;Chennai;Delhi
10486640;926986392;2018-02-15 00:00:00;66;Noida;Noida
140786132;70459400;2018-05-09 00:00:00;60;Chandigarh;Kanpur
371597303;502308374;2018-10-17 00:00:00;59;Dehradun;Kanpur
343618977;250698545;2018-05-19 00:00:00;19;Mangalore;Hyderabad
627683331;134210762;2017-12-25 00:00:00;34;Mumbai;Hyderabad
620208811;245721153;2018-09-18 00:00:00;75;Dehradun;Chandigarh
327063156;241885529;2017-11-20 00:00:00;113;Hyderabad;Mumbai
728539022;282163276;2017-09-22 00:00:00;138;Mangalore;Hyderabad
312453658;573994184;2018-05-07 00:00:00;57;Jaipur;Kanpur
731994531;809767023;2017-01-08 00:00:00;37;Hyderabad;Mangalore
846826056;942425842;2017-08-11 00:00:00;120;Gurugram;Hyderabad
679628150;611337579;2018-11-18 00:00:00;4;Gurugram;Shimla
912271834;492346416;2018-01-24 00:00:00;29;Jaipur;Mumbai
49296691;464980345;2017-03-05 00:00:00;122;Hyderabad;Delhi
213261360;913013636;2017-04-27 00:00:00;65;Bangalore;Shimla
218889806;164558704;2018-07-01 00:00:00;82;Kanpur;Gurugram
122287096;818787101;2017-10-02 00:00:00;121;Mumbai;Hyderabad
477332931;994844537;2017-10-13 00:00:00;38;Chennai;Gurugram
796943114;612104323;2018-06-10 00:00:00;67;Bangalore;Dehradun
944205620;160509414;2017-07-02 00:00:00;57;Mumbai;Orissa
552094478;943677444;2017-07-03 00:00:00;11;Mangalore;Shimla
176381484;984919956;2018-11-19 00:00:00;98;Shimla;Gurugram
201245618;452535668;2017-03-14 00:00:00;45;Hyderabad;Bangalore
168219624;192061854;2018-07-22 00:00:00;6;Chennai;Hyderabad
501469249;230003162;2017-11-12 00:00:00;47;Chandigarh;Mangalore
477069007;644201316;2017-10-16 00:00:00;44;Chennai;Mangalore
909225102;350548057;2017-12-23 00:00:00;10;Delhi;Jaipur
263690387;662871571;2017-10-25 00:00:00;114;Mumbai;Mumbai
836653506;168702605;2017-03-07 00:00:00;19;Chennai;Dehradun
726150745;1314224;2018-12-18 00:00:00;40;Jaipur;Bangalore
221513778;450142975;2017-08-16 00:00:00;71;Chennai;Hyderabad
917665114;930011070;2018-12-12 00:00:00;132;Shimla;Gurugram
164214406;38306160;2018-07-07 00:00:00;68;Hyderabad;Chennai
636846899;940269918;2018-06-03 00:00:00;87;Shimla;Chennai
163392958;245721153;2017-06-13 00:00:00;120;Chennai;Shimla
546091327;862369268;2018-11-24 00:00:00;27;Kanpur;Noida
225195831;527075961;2018-10-22 00:00:00;120;Hyderabad;Gurugram
719052636;134297902;2018-04-10 00:00:00;74;Chennai;Chandigarh
547611566;235221965;2017-10-04 00:00:00;115;Orissa;Shimla
859337444;25623004;2018-04-14 00:00:00;49;Mumbai;Chennai
673966596;889359456;2017-07-17 00:00:00;54;Gurugram;Hyderabad
900918300;572474694;2017-04-02 00:00:00;42;Noida;Bangalore
988183651;109059066;2017-10-10 00:00:00;16;Mumbai;Hyderabad
539757683;413813185;2018-06-22 00:00:00;1;Shimla;Chandigarh
224110363;575183022;2018-03-16 00:00:00;59;Chennai;Orissa
956579260;328066393;2017-10-12 00:00:00;126;Hyderabad;Shimla
496399914;263384619;2017-04-05 00:00:00;82;Chennai;Shimla
357909134;780025275;2017-01-19 00:00:00;137;Mumbai;Delhi
378646791;305307260;2017-02-17 00:00:00;75;Hyderabad;Bangalore
468923371;30224633;2018-02-25 00:00:00;119;Gurugram;Dehradun
190221452;613370668;2018-02-11 00:00:00;127;Jaipur;Gurugram
485318812;380262165;2017-08-09 00:00:00;98;Bangalore;Orissa
801356465;934334580;2017-11-04 00:00:00;135;Chandigarh;Mumbai
359133717;177169290;2018-10-26 00:00:00;93;Hyderabad;Mangalore
304000387;400534889;2018-03-09 00:00:00;38;Jaipur;Shimla
748191020;790732426;2017-01-18 00:00:00;136;Bangalore;Chandigarh
418317005;140629805;2018-11-21 00:00:00;17;Mangalore;Kanpur
264474506;98054814;2017-01-17 00:00:00;82;Gurugram;Chandigarh
934449228;615706054;2018-10-13 00:00:00;13;Chandigarh;Delhi
580689009;565618720;2018-04-04 00:00:00;55;Orissa;Noida
439715323;308755197;2018-03-26 00:00:00;126;Orissa;Hyderabad
692669739;408351108;2017-03-08 00:00:00;32;Noida;Mumbai
553035477;919284438;2017-05-28 00:00:00;13;Gurugram;Delhi
966345558;214827230;2018-12-19 00:00:00;109;Bangalore;Mumbai
728084023;662584225;2017-09-22 00:00:00;29;Delhi;Chandigarh
904252213;294924468;2017-04-11 00:00:00;108;Noida;Kanpur
822900466;321152977;2018-04-13 00:00:00;43;Kanpur;Hyderabad
983472754;777623411;2017-06-01 00:00:00;92;Bangalore;Chandigarh
942834598;475422856;2017-06-02 00:00:00;98;Dehradun;Dehradun
787044213;296815292;2018-09-14 00:00:00;1;Jaipur;Kanpur
774529693;390506028;2018-03-26 00:00:00;12;Shimla;Gurugram
673218629;673668575;2018-03-06 00:00:00;126;Jaipur;Mangalore
253580224;746574507;2017-01-23 00:00:00;107;Chennai;Dehradun
466614192;68764688;2017-10-20 00:00:00;36;Mangalore;Noida
821283457;773160118;2017-11-11 00:00:00;20;Jaipur;Kanpur
17348566;895522726;2017-05-01 00:00:00;4;Chennai;Orissa
300536696;255249522;2017-02-26 00:00:00;109;Noida;Noida
394845884;111753075;2017-12-10 00:00:00;24;Mangalore;Dehradun
7502201;651140443;2017-11-28 00:00:00;120;Chandigarh;Kanpur
796900038;750787187;2017-11-20 00:00:00;21;Orissa;Hyderabad
23702840;987872077;2017-03-22 00:00:00;96;Delhi;Dehradun
609155507;838908520;2017-01-04 00:00:00;106;Noida;Jaipur
132975109;856740895;2017-09-10 00:00:00;71;Hyderabad;Mangalore
529255697;989060635;2017-06-08 00:00:00;33;Kanpur;Chandigarh
590129763;749616350;2017-01-26 00:00:00;36;Noida;Chennai
660548311;629491329;2018-02-23 00:00:00;122;Noida;Mangalore
3641106;935786436;2018-09-11 00:00:00;25;Chandigarh;Mumbai
263178445;229150164;2018-12-18 00:00:00;73;Bangalore;Orissa
903070215;411568921;2018-10-10 00:00:00;55;Shimla;Mangalore
817668094;406505214;2017-11-12 00:00:00;79;Dehradun;Kanpur
589929104;786596807;2018-02-05 00:00:00;71;Mumbai;Jaipur
90381001;241907124;2018-09-04 00:00:00;42;Noida;Dehradun
952249523;777295197;2017-01-05 00:00:00;105;Mumbai;Noida
823177096;374831534;2017-03-17 00:00:00;35;Chandigarh;Hyderabad
900716266;751472877;2017-01-04 00:00:00;26;Hyderabad;Orissa
900220379;912483425;2018-10-18 00:00:00;116;Kanpur;Dehradun
311931758;363073195;2017-07-12 00:00:00;133;Hyderabad;Gurugram
329519340;671680332;2018-12-01 00:00:00;34;Orissa;Delhi
186898059;679508654;2018-09-24 00:00:00;88;Noida;Jaipur
568101161;217222907;2018-09-08 00:00:00;37;Mangalore;Hyderabad
398352561;978169667;2017-09-28 00:00:00;126;Chennai;Bangalore
431756009;505894876;2018-05-08 00:00:00;76;Mumbai;Chennai
213707313;213902136;2017-09-13 00:00:00;100;Mumbai;Orissa
273193170;538015747;2018-07-16 00:00:00;17;Noida;Shimla
368557675;324376115;2017-08-11 00:00:00;1;Chandigarh;Gurugram
259014843;16978911;2017-03-03 00:00:00;11;Gurugram;Mangalore
538276907;203228659;2017-11-03 00:00:00;53;Mangalore;Gurugram
732973409;30227258;2017-11-07 00:00:00;52;Chandigarh;Mumbai
841381960;551417165;2017-08-12 00:00:00;101;Delhi;Chennai
